"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"915","ENSAMXG00000015567","Tinaja-Control",1.454377134,0.000478503,"flnca","filamin-C [Source:NCBI gene;Acc:103033794]","FILAMIN A FLN A ACTIN BINDING 280 ABP 280 ALPHA FILAMIN ENDOTHELIAL ACTIN BINDING FILAMIN 1 NON MUSCLE FILAMIN","Sleep deprivation","McGaugh_2020"
"916","ENSAMXG00000009662","Tinaja-Control",1.454566371,2.81e-05,"abraa","actin-binding Rho-activating protein [Source:NCBI gene;Acc:103025545]","ACTIN BINDING RHO ACTIVATING","Sleep deprivation","McGaugh_2020"
"917","ENSAMXG00000019111","Tinaja-Control",1.458122196,3.81e-05,"klf9","Kruppel like factor 9 [Source:NCBI gene;Acc:103029241]","KRUEPPEL  FACTOR 9 BASIC TRANSCRIPTION ELEMENT BINDING 1 BTE BINDING 1 GC BOX BINDING 1 TRANSCRIPTION FACTOR BTEB1","Sleep deprivation","McGaugh_2020"
"918","ENSAMXG00000006698","Tinaja-Control",1.465469729,0.000162419,"cast","calpastatin [Source:ZFIN;Acc:ZDB-GENE-050810-2]","CALPASTATIN CALPAIN INHIBITOR","Sleep deprivation","McGaugh_2020"
"919","ENSAMXG00000015685","Tinaja-Control",1.467163408,3.46e-06,"cilp2","cartilage intermediate layer protein 1 [Source:NCBI gene;Acc:103040665]","CARTILAGE INTERMEDIATE LAYER 1 PRECURSOR CILP 1 [CONTAINS CARTILAGE INTERMEDIATE LAYER 1 C1; CARTILAGE INTERMEDIATE LAYER 1 C2]","Sleep deprivation","McGaugh_2020"
"920","ENSAMXG00000020237","Tinaja-Control",1.469734609,9.84e-05,"arid1aa","AT-rich interactive domain-containing protein 1A [Source:NCBI gene;Acc:103021736]","AT RICH INTERACTIVE DOMAIN CONTAINING 1A ARID DOMAIN CONTAINING 1A BRG1 ASSOCIATED FACTOR 250 BAF250 BRG1 ASSOCIATED FACTOR 250A BAF250A OSA HOMOLOG 1 SWI  SWI/SNF COMPLEX P270 SWI/SNF RELATED MATRIX ASSOCIATED ACTIN DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY F MEMBER 1","Sleep deprivation","McGaugh_2020"
"921","ENSAMXG00000007976","Tinaja-Control",1.487959093,0.00041976,"slc4a7","solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:ZFIN;Acc:ZDB-GENE-140106-104]","SODIUM BICARBONATE COTRANSPORTER 3 ELECTRONEUTRAL SODIUM BICARBONATE COTRANSPORTER SOLUTE CARRIER FAMILY 4 MEMBER 7","Sleep deprivation","McGaugh_2020"
"922","ENSAMXG00000000056","Tinaja-Control",1.49387017,1.09e-05,"serpinh1b","serpin H1-like [Source:NCBI gene;Acc:103039097]","SERPIN H1 PRECURSOR 47 KDA HEAT SHOCK COLLAGEN BINDING COLLIGIN","Sleep deprivation","McGaugh_2020"
"923","ENSAMXG00000013308","Tinaja-Control",1.497717556,2.75e-08,"slc25a33","solute carrier family 25 member 33 [Source:NCBI gene;Acc:103035100]","SOLUTE CARRIER FAMILY 25 MEMBER 33","Sleep deprivation","McGaugh_2020"
"924","ENSAMXG00000001574","Tinaja-Control",1.498200775,0.000815414,"dspa","desmoplakin a [Source:ZFIN;Acc:ZDB-GENE-030131-2743]","DESMOPLAKIN DP","Sleep deprivation","McGaugh_2020"
"925","ENSAMXG00000017464","Tinaja-Control",1.517164621,0.000148596,"lmo7a","LIM domain 7a [Source:ZFIN;Acc:ZDB-GENE-030219-74]","LIM AND CALPONIN HOMOLOGY DOMAINS CONTAINING 1","Sleep deprivation","McGaugh_2020"
"926","ENSAMXG00000007985","Tinaja-Control",1.520228332,6.34e-05,"pnp5a","purine nucleoside phosphorylase-like [Source:NCBI gene;Acc:103044190]","S METHYL 5' THIOADENOSINE PHOSPHORYLASE EC_2.4.2.28 5' METHYLTHIOADENOSINE PHOSPHORYLASE MTA PHOSPHORYLASE MTAP MTAPASE","Sleep deprivation","McGaugh_2020"
"927","ENSAMXG00000004642","Tinaja-Control",1.523322441,2.14e-05,"igsf10","immunoglobulin superfamily, member 10 [Source:ZFIN;Acc:ZDB-GENE-130530-827]","IMMUNOGLOBULIN SUPERFAMILY MEMBER 10 PRECURSOR IGSF10 CALVARIA MECHANICAL FORCE 608 CMF608","Sleep deprivation","McGaugh_2020"
"928","ENSAMXG00000017053","Tinaja-Control",1.531841076,1.19e-07,"rgcc","regulator of cell cycle [Source:NCBI gene;Acc:103024977]","REGULATOR OF CELL CYCLE RGCC RESPONSE GENE TO COMPLEMENT 32 RGC 32","Sleep deprivation","McGaugh_2020"
"929","ENSAMXG00000013609","Tinaja-Control",1.536687984,0.000131862,"zfhx4","zinc finger homeobox 4 [Source:NCBI gene;Acc:103036264]","ZINC FINGER HOMEOBOX 4 ZINC FINGER HOMEODOMAIN 4 ZFH 4","Sleep deprivation","McGaugh_2020"
"930","ENSAMXG00000006713","Tinaja-Control",1.541578067,0.000427912,"sptbn1","spectrin beta, non-erythrocytic 1 [Source:NCBI gene;Acc:103033088]","SPECTRIN BETA CHAIN NON ERYTHROCYTIC 1 BETA II SPECTRIN FODRIN BETA CHAIN","Sleep deprivation","McGaugh_2020"
"931","ENSAMXG00000003125","Tinaja-Control",1.555055274,0.000131802,"gli2a","GLI family zinc finger 2 [Source:NCBI gene;Acc:103029390]","ZINC FINGER GLI2","Sleep deprivation","McGaugh_2020"
"932","ENSAMXG00000005029","Tinaja-Control",1.555470686,5.55e-09,"cyp27c1","cytochrome P450 27C1 [Source:NCBI gene;Acc:103026207]","25 D HYDROXYLASE MITOCHONDRIAL PRECURSOR D 3 HYDROXYLASE CYTOCHROME P450 CYTOCHROME P450","Sleep deprivation","McGaugh_2020"
"933","ENSAMXG00000019048","Tinaja-Control",1.556481803,0.000834024,"abcc12","ATP binding cassette subfamily C member 12 [Source:NCBI gene;Acc:103047561]","MULTIDRUG RESISTANCE ASSOCIATED 9 ATP BINDING CASSETTE SUB FAMILY C MEMBER 12","Sleep deprivation","McGaugh_2020"
"934","ENSAMXG00000025912","Tinaja-Control",1.558696291,6.89e-06,"ANKRD9","ankyrin repeat domain 9 [Source:NCBI gene;Acc:103029131]","ANKYRIN REPEAT DOMAIN CONTAINING 9","Sleep deprivation","McGaugh_2020"
"935","ENSAMXG00000018815","Tinaja-Control",1.571790718,0.0007858,"abca12","ATP-binding cassette, sub-family A (ABC1), member 12 [Source:ZFIN;Acc:ZDB-GENE-030131-9790]","ATP BINDING CASSETTE SUB FAMILY A MEMBER 12 ATP BINDING CASSETTE TRANSPORTER 12 ATP BINDING CASSETTE 12","Sleep deprivation","McGaugh_2020"
"936","ENSAMXG00000018420","Tinaja-Control",1.582341741,0.000696136,"col12a1b","collagen, type XII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-120215-116]","COLLAGEN ALPHA 1 XII CHAIN","Sleep deprivation","McGaugh_2020"
"937","ENSAMXG00000006063","Tinaja-Control",1.60031351,0.001046572,"golgb1","golgin B1 [Source:NCBI gene;Acc:103036787]","GOLGIN SUBFAMILY B MEMBER 1.372 KDA GOLGI COMPLEX ASSOCIATED GCP372 GIANTIN MACROGOLGIN","Sleep deprivation","McGaugh_2020"
"938","ENSAMXG00000012009","Tinaja-Control",1.606192295,0.000793045,"ankrd12","ankyrin repeat domain 12 [Source:NCBI gene;Acc:103030612]","ANKYRIN REPEAT DOMAIN CONTAINING 12 ANKYRIN REPEAT CONTAINING COFACTOR 2 GAC 1","Sleep deprivation","McGaugh_2020"
"939","ENSAMXG00000012372","Tinaja-Control",1.611350731,0.001029438,"f5","venom prothrombin activator omicarin-C non-catalytic subunit [Source:NCBI gene;Acc:103032429]","COAGULATION FACTOR V PRECURSOR ACTIVATED C COFACTOR [CONTAINS COAGULATION FACTOR V HEAVY CHAIN; COAGULATION FACTOR V LIGHT CHAIN]","Sleep deprivation","McGaugh_2020"
"940","ENSAMXG00000003876","Tinaja-Control",1.612863804,0.000199983,"FAT4","FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]","PROTOCADHERIN FAT 4 PRECURSOR FAT TUMOR SUPPRESSOR HOMOLOG 4 FAT  CADHERIN FAT J","Sleep deprivation","McGaugh_2020"
"941","ENSAMXG00000002213","Tinaja-Control",1.632814168,2.95e-13,"coq10b","coenzyme Q10B [Source:ZFIN;Acc:ZDB-GENE-050417-263]","COENZYME Q BINDING COQ10 HOMOLOG B MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020"
"942","ENSAMXG00000011156","Tinaja-Control",1.634097114,1.89e-06,"","","NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER","Sleep deprivation","McGaugh_2020"
"943","ENSAMXG00000004055","Tinaja-Control",1.635856132,7.25e-05,"rsrp1","arginine/serine-rich protein 1 [Source:ZFIN;Acc:ZDB-GENE-060616-210]","ARGININE/SERINE RICH 1","Sleep deprivation","McGaugh_2020"
"944","ENSAMXG00000025285","Tinaja-Control",1.643343067,0.000174163,"","","TRANSCRIPTIONAL AND IMMUNE RESPONSE REGULATOR","Sleep deprivation","McGaugh_2020"
"945","ENSAMXG00000002936","Tinaja-Control",1.644042854,0.000185873,"macf1a","microtubule-actin crosslinking factor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3606]","MICROTUBULE ACTIN CROSS LINKING FACTOR 1 ACTIN CROSS LINKING FAMILY 7","Sleep deprivation","McGaugh_2020"
"946","ENSAMXG00000015605","Tinaja-Control",1.658378988,0.000490574,"evpla","envoplakin [Source:NCBI gene;Acc:103021637]","ENVOPLAKIN 210 KDA CORNIFIED ENVELOPE PRECURSOR P210","Sleep deprivation","McGaugh_2020"
"947","ENSAMXG00000001876","Tinaja-Control",1.670309798,0.00100073,"map7d1a","MAP7 domain containing 1 [Source:NCBI gene;Acc:103035851]","MAP7 DOMAIN CONTAINING","Sleep deprivation","McGaugh_2020"
"948","ENSAMXG00000003587","Tinaja-Control",1.686852099,8.63e-05,"spegb","SPEG complex locus b [Source:ZFIN;Acc:ZDB-GENE-081104-517]","STRIATED MUSCLE PREFERENTIALLY EXPRESSED KINASE EC_2.7.11.1","Sleep deprivation","McGaugh_2020"
"949","ENSAMXG00000005984","Tinaja-Control",1.689755648,0.000445781,"ehbp1l1a","EH domain-binding protein 1-like protein 1 [Source:NCBI gene;Acc:103028801]","EH DOMAIN BINDING 1  1","Sleep deprivation","McGaugh_2020"
"950","ENSAMXG00000011988","Tinaja-Control",1.712964925,0.000526373,"jmjd1cb","jumonji domain containing 1Cb [Source:ZFIN;Acc:ZDB-GENE-121214-344]","PROBABLE JMJC DOMAIN CONTAINING HISTONE DEMETHYLATION 2C EC_1.14.11.- JUMONJI DOMAIN CONTAINING 1C","Sleep deprivation","McGaugh_2020"
"951","ENSAMXG00000027872","Tinaja-Control",1.715233781,1.89e-06,"","","","Sleep deprivation","McGaugh_2020"
"952","ENSAMXG00000007946","Tinaja-Control",1.718476734,0.000678447,"phka2","phosphorylase kinase, alpha 2 (liver) [Source:ZFIN;Acc:ZDB-GENE-130422-1]","PHOSPHORYLASE B KINASE REGULATORY SUBUNIT PHOSPHORYLASE KINASE SUBUNIT","Sleep deprivation","McGaugh_2020"
"953","ENSAMXG00000002122","Tinaja-Control",1.744673005,0.000277932,"stard9","StAR-related lipid transfer (START) domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-111111-11]","STAR RELATED LIPID TRANSFER 9 KINESIN  KIF16A START DOMAIN CONTAINING 9 STARD9","Sleep deprivation","McGaugh_2020"
"954","ENSAMXG00000010512","Tinaja-Control",1.748559242,0.000211767,"xirp2b","xin actin-binding repeat-containing protein 2 [Source:NCBI gene;Acc:103045897]","XIN ACTIN BINDING REPEAT CONTAINING 2 BETA XIN CARDIOMYOPATHY ASSOCIATED 3","Sleep deprivation","McGaugh_2020"
"955","ENSAMXG00000018275","Tinaja-Control",1.75410285,0.001022105,"","","FRAS1 RELATED EXTRACELLULAR MATRIX 1","Sleep deprivation","McGaugh_2020"
"956","ENSAMXG00000014285","Tinaja-Control",1.754448862,1.88e-05,"itgb4","integrin subunit beta 4 [Source:NCBI gene;Acc:103047644]","INTEGRIN BETA PRECURSOR","Sleep deprivation","McGaugh_2020"
"957","ENSAMXG00000012684","Tinaja-Control",1.760863748,5.98e-05,"svila","supervillin [Source:NCBI gene;Acc:103032099]","SUPERVILLIN ARCHVILLIN P205/P250","Sleep deprivation","McGaugh_2020"
"958","ENSAMXG00000027994","Tinaja-Control",1.800010505,0.00081893,"","","","Sleep deprivation","McGaugh_2020"
"959","ENSAMXG00000013081","Tinaja-Control",1.811333273,0.000593036,"tgm8","transglutaminase 8 [Source:ZFIN;Acc:ZDB-GENE-120718-3]","GLUTAMINE GAMMA GLUTAMYLTRANSFERASE EC_2.3.2.13 TRANSGLUTAMINASE TG TGASE TRANSGLUTAMINASE TGASE","Sleep deprivation","McGaugh_2020"
"960","ENSAMXG00000015251","Tinaja-Control",1.816484647,3.96e-05,"","","TITIN EC_2.7.11.1 CONNECTIN","Sleep deprivation","McGaugh_2020"
"961","ENSAMXG00000008968","Tinaja-Control",1.816604738,7.04e-05,"","","CALCIUM/CALMODULIN DEPENDENT KINASE TYPE 1 EC_2.7.11.17 CAM KINASE I CAM KI CAM KINASE I ALPHA CAMKI ALPHA","Sleep deprivation","McGaugh_2020"
"962","ENSAMXG00000008354","Tinaja-Control",1.846707351,1.16e-07,"slc13a5b","solute carrier family 13 member 5-like [Source:NCBI gene;Acc:103022547]","SOLUTE CARRIER FAMILY 13 MEMBER NA + COTRANSPORTER","Sleep deprivation","McGaugh_2020"
"963","ENSAMXG00000017611","Tinaja-Control",1.861201375,0.000355835,"pamr1","peptidase domain containing associated with muscle regeneration 1 [Source:ZFIN;Acc:ZDB-GENE-100422-12]","PROTHROMBIN PRECURSOR EC_3.4.21.5 COAGULATION FACTOR II [CONTAINS ACTIVATION PEPTIDE FRAGMENT 1; ACTIVATION PEPTIDE FRAGMENT 2; THROMBIN LIGHT CHAIN; THROMBIN HEAVY CHAIN]","Sleep deprivation","McGaugh_2020"
"964","ENSAMXG00000011697","Tinaja-Control",1.861533954,0.000396862,"ddit4","DNA damage inducible transcript 4 [Source:NCBI gene;Acc:103022257]","REGULATED IN DEVELOPMENT AND DNA DAMAGE RESPONSE REDD","Sleep deprivation","McGaugh_2020"
"965","ENSAMXG00000019672","Tinaja-Control",1.898067024,0.000118023,"","","KERATIN TYPE I CYTOSKELETAL CYTOKERATIN CK KERATIN","Sleep deprivation","McGaugh_2020"
"966","ENSAMXG00000012375","Tinaja-Control",1.898655228,0.000152675,"","","TASOR TRANSGENE ACTIVATION SUPPRESSOR","Sleep deprivation","McGaugh_2020"
"967","ENSAMXG00000014865","Tinaja-Control",1.914422699,0.00014364,"nktr","natural killer cell triggering receptor [Source:ZFIN;Acc:ZDB-GENE-030131-1725]","NK TUMOR RECOGNITION NK TR NATURAL KILLER CELLS CYCLOPHILIN RELATED [INCLUDES PEPTIDYL PROLYL CIS TRANS ISOMERASE PPIASE EC_5.2.1.8 ROTAMASE ]","Sleep deprivation","McGaugh_2020"
"968","ENSAMXG00000016939","Tinaja-Control",1.938122168,8.99e-05,"plecb","plectin b [Source:ZFIN;Acc:ZDB-GENE-100917-2]","EPIPLAKIN","Sleep deprivation","McGaugh_2020"
"969","ENSAMXG00000014847","Tinaja-Control",1.944227998,0.000329253,"DST","dystonin [Source:HGNC Symbol;Acc:HGNC:1090]","DYSTONIN BULLOUS PEMPHIGOID ANTIGEN 1 BPA DYSTONIA MUSCULORUM HEMIDESMOSOMAL PLAQUE","Sleep deprivation","McGaugh_2020"
"970","ENSAMXG00000012725","Tinaja-Control",1.958617881,1.3e-06,"","","E3 UBIQUITIN LIGASE HERC2 EC_2.3.2.26 HECT DOMAIN AND RCC1  DOMAIN CONTAINING 2 HECT TYPE E3 UBIQUITIN TRANSFERASE HERC2","Sleep deprivation","McGaugh_2020"
"971","ENSAMXG00000015164","Tinaja-Control",1.962890001,3.37e-05,"","","TITIN EC_2.7.11.1 CONNECTIN","Sleep deprivation","McGaugh_2020"
"972","ENSAMXG00000004968","Tinaja-Control",1.965129842,3.8e-06,"xirp2a","xin actin-binding repeat-containing protein 2 [Source:NCBI gene;Acc:103046449]","XIN ACTIN BINDING REPEAT CONTAINING 2 BETA XIN CARDIOMYOPATHY ASSOCIATED 3","Sleep deprivation","McGaugh_2020"
"973","ENSAMXG00000009215","Tinaja-Control",1.97647773,4.67e-05,"ulk2","unc-51 like autophagy activating kinase 2 [Source:NCBI gene;Acc:103026407]","SERINE/THREONINE KINASE ULK2 EC_2.7.11.1 UNC 51  KINASE 2","Sleep deprivation","McGaugh_2020"
"974","ENSAMXG00000010147","Tinaja-Control",1.976651642,0.000405871,"myh11a","myosin-11-like [Source:NCBI gene;Acc:103025732]","MYOSIN 11 MYOSIN HEAVY CHAIN 11 MYOSIN HEAVY CHAIN SMOOTH MUSCLE","Sleep deprivation","McGaugh_2020"
"975","ENSAMXG00000010272","Tinaja-Control",1.983367908,0.000777246,"prr12b","proline rich 12b [Source:ZFIN;Acc:ZDB-GENE-130625-2]","GLUTAMINE AND SERINE RICH 1","Sleep deprivation","McGaugh_2020"
"976","ENSAMXG00000005555","Tinaja-Control",1.985822524,0.000270497,"","","UNKNOWN","Sleep deprivation","McGaugh_2020"
"977","ENSAMXG00000011193","Tinaja-Control",1.988961278,0.000426398,"chd3","chromodomain-helicase-DNA-binding protein 3 [Source:NCBI gene;Acc:103042997]","CHROMODOMAIN HELICASE DNA BINDING 3 CHD 3 EC_3.6.4.12 ATP DEPENDENT HELICASE CHD3 MI 2 AUTOANTIGEN 240 KDA MI2 ALPHA ZINC FINGER HELICASE HZFH","Sleep deprivation","McGaugh_2020"
"978","ENSAMXG00000015171","Tinaja-Control",2.020340735,2.27e-12,"tcap","telethonin [Source:NCBI gene;Acc:103043375]","TELETHONIN TITIN CAP","Sleep deprivation","McGaugh_2020"
"979","ENSAMXG00000003434","Tinaja-Control",2.076600273,0.000119882,"","","MUCIN 5AC PRECURSOR MUC 5AC GASTRIC MUCIN LEWIS B BLOOD GROUP ANTIGEN LEB MAJOR AIRWAY GLYCOPROTEIN MUCIN 5 SUBTYPE AC TRACHEOBRONCHIAL TRACHEOBRONCHIAL MUCIN TBM","Sleep deprivation","McGaugh_2020"
"980","ENSAMXG00000028924","Tinaja-Control",2.100734652,0.000444865,"","","","Sleep deprivation","McGaugh_2020"
"981","ENSAMXG00000008138","Tinaja-Control",2.133514379,0.000172302,"coch","cochlin [Source:NCBI gene;Acc:103021783]","COCHLIN PRECURSOR COCH 5B2","Sleep deprivation","McGaugh_2020"
"982","ENSAMXG00000007315","Tinaja-Control",2.144774372,0.000101015,"","","NUCLEAR GTPASE SLIP GC EC_3.6.1.- SPECKLED  PATTERN IN THE GERMINAL CENTER","Sleep deprivation","McGaugh_2020"
"983","ENSAMXG00000005261","Tinaja-Control",2.1558123,5.72e-09,"diabloa","diablo homolog, mitochondrial-like [Source:NCBI gene;Acc:103028190]","DIABLO HOMOLOG MITOCHONDRIAL PRECURSOR DIRECT IAP BINDING WITH LOW PI SECOND MITOCHONDRIA DERIVED ACTIVATOR OF CASPASE SMAC","Sleep deprivation","McGaugh_2020"
"984","ENSAMXG00000019206","Tinaja-Control",2.200106234,1.49e-06,"cuzd1.2","CUB and zona pellucida-like domains 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131119-30]","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"985","ENSAMXG00000021499","Tinaja-Control",2.20640366,3.33e-05,"PRX","periaxin [Source:HGNC Symbol;Acc:HGNC:13797]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"986","ENSAMXG00000014770","Tinaja-Control",2.21359174,0.000665204,"MYLK4 (1 of many)","myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]","MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4 EC_2.7.11.1 SUGEN KINASE 85 SGK085","Sleep deprivation","McGaugh_2020"
"987","ENSAMXG00000014433","Tinaja-Control",2.245418737,7.9e-08,"NR4A1","probable nuclear hormone receptor HR38 [Source:NCBI gene;Acc:103040841]","NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER","Sleep deprivation","McGaugh_2020"
"988","ENSAMXG00000013373","Tinaja-Control",2.24813338,4.49e-07,"","","","Sleep deprivation","McGaugh_2020"
"989","ENSAMXG00000020763","Tinaja-Control",2.250160454,0.000698581,"","","EPIPLAKIN","Sleep deprivation","McGaugh_2020"
"990","ENSAMXG00000001776","Tinaja-Control",2.283426633,2.53e-05,"kmt2cb","lysine (K)-specific methyltransferase 2Cb [Source:ZFIN;Acc:ZDB-GENE-070705-340]","HISTONE LYSINE N METHYLTRANSFERASE 2C LYSINE N METHYLTRANSFERASE 2C EC_2.1.1.43 MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA 3","Sleep deprivation","McGaugh_2020"
"991","ENSAMXG00000027884","Tinaja-Control",2.336078503,2.54e-11,"","","","Sleep deprivation","McGaugh_2020"
"992","ENSAMXG00000010954","Tinaja-Control",2.338569398,4.12e-05,"neb","nebulin [Source:ZFIN;Acc:ZDB-GENE-041111-216]","NEBULIN","Sleep deprivation","McGaugh_2020"
"993","ENSAMXG00000012585","Tinaja-Control",2.379894006,9.13e-05,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"994","ENSAMXG00000014572","Tinaja-Control",2.412968761,0.000320155,"zgc:55582","myomegalin-like [Source:NCBI gene;Acc:103031967]","CDK5 REGULATORY SUBUNIT ASSOCIATED 2 CDK5 ACTIVATOR BINDING C48","Sleep deprivation","McGaugh_2020"
"995","ENSAMXG00000004421","Tinaja-Control",2.420135776,1.85e-05,"","","OBSCURIN EC_2.7.11.1 OBSCURIN RHOGEF OBSCURIN MYOSIN LIGHT CHAIN KINASE OBSCURIN MLCK","Sleep deprivation","McGaugh_2020"
"996","ENSAMXG00000011127","Tinaja-Control",2.504661853,0.00014842,"","","UNKNOWN","Sleep deprivation","McGaugh_2020"
"997","ENSAMXG00000027793","Tinaja-Control",2.5767137,1.16e-06,"","uncharacterized LOC103034687 [Source:NCBI gene;Acc:103034687]","","Sleep deprivation","McGaugh_2020"
"998","ENSAMXG00000006555","Tinaja-Control",2.764945466,0.000700694,"col4a3","collagen, type IV, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070802-4]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"999","ENSAMXG00000016922","Tinaja-Control",2.879474209,9.51e-08,"","","ALPHA KINASE 3 EC_2.7.11.-","Sleep deprivation","McGaugh_2020"
"1000","ENSAMXG00000016643","Tinaja-Control",2.902534624,3.56e-06,"inpp5kb","inositol polyphosphate 5-phosphatase K-like [Source:NCBI gene;Acc:103045760]","INOSITOL POLYPHOSPHATE 5 PHOSPHATASE K EC_3.1.3.56 SKELETAL MUSCLE AND KIDNEY ENRICHED INOSITOL PHOSPHATASE","Sleep deprivation","McGaugh_2020"
"1001","ENSAMXG00000016362","Tinaja-Control",3.011844598,4.15e-05,"ccdc127a (1 of many)","coiled-coil domain-containing protein 127-like [Source:NCBI gene;Acc:103047674]","COILED COIL DOMAIN CONTAINING 127","Sleep deprivation","McGaugh_2020"
"1002","ENSAMXG00000028564","Tinaja-Control",3.111966835,1.9e-09,"","","","Sleep deprivation","McGaugh_2020"
"1003","ENSAMXG00000006371","Tinaja-Control",3.322481847,6.97e-20,"nceh1a","neutral cholesterol ester hydrolase 1-like [Source:NCBI gene;Acc:103029691]","NEUTRAL CHOLESTEROL ESTER HYDROLASE 1 NCEH EC_3.1.1.- ARYLACETAMIDE DEACETYLASE  1","Sleep deprivation","McGaugh_2020"
"1004","ENSAMXG00000001960","Tinaja-Control",3.32340132,0.000492693,"","","UNKNOWN","Sleep deprivation","McGaugh_2020"
"1005","ENSAMXG00000000481","Tinaja-Control",3.715153108,0.000984211,"","","SUBUNIT SUBUNIT","Sleep deprivation","McGaugh_2020"
"1006","ENSAMXG00000009756","Tinaja-Control",4.013402578,0.000401816,"grifin","galectin-related inter-fiber protein [Source:ZFIN;Acc:ZDB-GENE-040801-163]","GRIFIN GALECTIN RELATED INTER FIBER","Sleep deprivation","McGaugh_2020"
"1007","ENSAMXG00000015446","Tinaja-Control",4.147146893,0.000186981,"lrit3a","leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3 [Source:NCBI gene;Acc:103036564]","LEUCINE RICH REPEAT IMMUNOGLOBULIN  DOMAIN AND TRANSMEMBRANE DOMAIN CONTAINING 3 PRECURSOR","Sleep deprivation","McGaugh_2020"
"1008","ENSAMXG00000028348","Tinaja-Control",4.442798333,0.000235217,"","","","Sleep deprivation","McGaugh_2020"
"1009","ENSAMXG00000013352","Tinaja-Control",4.463663839,0.00090636,"gc2","retinal guanylyl cyclase 2 [Source:NCBI gene;Acc:103025043]","GUANYLATE CYCLASE EC_4.6.1.2","Sleep deprivation","McGaugh_2020"
"1010","ENSAMXG00000012804","Tinaja-Control",4.479143776,3.72e-07,"","","","Sleep deprivation","McGaugh_2020"
"1011","ENSAMXG00000006433","Tinaja-Control",4.720969973,3.56e-05,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"1012","ENSAMXG00000009272","Tinaja-Control",4.98885956,0.000399103,"","","","Sleep deprivation","McGaugh_2020"
"1013","ENSAMXG00000016780","Tinaja-Control",5.046055857,0.000768567,"rps10","ribosomal protein S10 [Source:NCBI gene;Acc:103038289]","40S RIBOSOMAL S10","Sleep deprivation","McGaugh_2020"
"1014","ENSAMXG00000020116","Tinaja-Control",5.052781133,0.00069596,"CKMT2 (1 of many)","creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]","CREATINE KINASE TYPE EC_2.7.3.2 CREATINE KINASE CREATINE","Sleep deprivation","McGaugh_2020"
"1015","ENSAMXG00000007814","Tinaja-Control",5.427229357,5.19e-05,"","","","Sleep deprivation","McGaugh_2020"
"1016","ENSAMXG00000005728","Tinaja-Control",6.227390088,1.73e-07,"pfdn1","prefoldin subunit 1 [Source:NCBI gene;Acc:103025931]","PREFOLDIN SUBUNIT 1","Sleep deprivation","McGaugh_2020"
