Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000025548,dpm3,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:NCBI gene;Acc:1344152]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000009770,efna1a,ephrin-A1-like [Source:NCBI gene;Acc:134383],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031547,eif1,eukaryotic translation initiation factor 1b-like [Source:NCBI gene;Acc:1343673],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031543, ,,,,,,,,,,0.00025609,0.00019463,,,,,,,,,,,,
ENSAMXG00000025898,si:dkeyp-113d7.1,zinc finger protein 436-like [Source:NCBI gene;Acc:1332369],,,,,,,,,0.00057653,0.00065542,,,,,,,,,,,,
ENSAMXG00000034136,nme2b.1,nucleoside diphosphate kinase A2-like [Source:NCBI gene;Acc:133486],,,,,,,,,0.00394904,0.00105977,,,,,,,,,,,,
ENSAMXG00000041731,NME2,nucleoside diphosphate kinase A2 [Source:NCBI gene;Acc:1334272],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007967, ,UTP18 small subunit processome component [Source:NCBI gene;Acc:1333952],,,,,,,,,0.00133641,0.00132488,,,,,,,,,,,,
ENSAMXG00000036321,UBE2M,ubiquitin conjugating enzyme E2 M [Source:NCBI gene;Acc:1336171],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041903,kpnb1,karyopherin subunit beta 1 [Source:NCBI gene;Acc:1336476],,,,,,,,,0.0007971,0.00081295,,,,,,,,,,,,
ENSAMXG00000008043, ,suppressor of cytokine signaling 7-like [Source:NCBI gene;Acc:1336776],,,,,,,,,0.00335442,0.00356821,,,,,,,,,,,,
ENSAMXG00000031233,csf3b,uncharacterized LOC1338265 [Source:NCBI gene;Acc:1338265],,,,,,,,,0.00016088,0,,,,,,,,,,,,
ENSAMXG00000008092, ,oxysterol-binding protein-related protein 7-like [Source:NCBI gene;Acc:1339411],,,,,,,,,0.00138776,0.00083112,,,,,,,,,,,,
ENSAMXG00000008097,si:dkey-208k4.2,P43 5S RNA-binding protein-like [Source:NCBI gene;Acc:1339714],,,,,,,,,0.00194286,0.00218635,,,,,,,,,,,,
ENSAMXG00000033078,STAC2,SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:2399],,,,,,,,,0.0013416,0.0013416,,,,,,,,,,,,
ENSAMXG00000041574,fbxl20,F-box and leucine rich repeat protein 2 [Source:NCBI gene;Acc:134563],,,,,,,,,3.13E-05,0,,,,,,,,,,,,
ENSAMXG00000036905,ppp1r1b,protein phosphatase 1 regulatory subunit 1B-like [Source:NCBI gene;Acc:1341779],,,,,,,,,0,0.00025907,,,,,,,,,,,,
ENSAMXG00000039253,zgc:91968,melanoregulin [Source:NCBI gene;Acc:13426],,,,,,,,,0.00020847,0.00043153,,,,,,,,,,,,
ENSAMXG00000008235,naxe,NAD(P)HX epimerase [Source:NCBI gene;Acc:134296],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040879,rab25a,"RAB25, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-41212-69]",,,,,,,,,0.00307514,0.00302463,,,,,,,,,,,,
ENSAMXG00000008282,sf3b4,splicing factor 3b subunit 4 [Source:NCBI gene;Acc:134353],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000008307,gabpb2a,GA-binding protein subunit beta-1 [Source:NCBI gene;Acc:1343833],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025899,mllt11,MLLT11 transcription factor 7 cofactor [Source:NCBI gene;Acc:1344329],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000008332,mindy1,MINDY lysine 48 deubiquitinase 1 [Source:NCBI gene;Acc:1344631],,,,,,,,,0,0.00014144,,,,,,,,,,,,
ENSAMXG00000043281,prcc,proline rich mitotic checkpoint control factor [Source:NCBI gene;Acc:1346585],,,,,,,,,0.00357765,0.00334433,,,,,,,,,,,,
ENSAMXG00000041268,mrpl9,mitochondrial ribosomal protein L9 [Source:NCBI gene;Acc:1346892],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000033600, ,,,,,,,,,,0.00280463,0.00196772,,,,,,,,,,,,
ENSAMXG00000008485,cpsf1,cleavage and polyadenylation specific factor 1 [Source:ZFIN;Acc:ZDB-GENE-479-2],,,,,,,,,0.00083041,0.00038947,,,,,,,,,,,,
ENSAMXG00000031810, ,RNA polymerase II subunit K [Source:NCBI gene;Acc:1321424],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000008577,spag1a,sperm associated antigen 1a [Source:NCBI gene;Acc:564953],,,,,,,,,0.00301041,0.00159341,,,,,,,,,,,,
ENSAMXG00000035237,ywhaz,14-3-3 protein beta/alpha-A [Source:NCBI gene;Acc:132354],,,,,,,,,0.00040028,0.00031056,,,,,,,,,,,,
ENSAMXG00000033825, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000029061,znf706,zinc finger protein 76 [Source:NCBI gene;Acc:1323828],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030096,psmg2,"proteasome (prosome, macropain) assembly chaperone 2 [Source:NCBI gene;Acc:57317]",,,,,,,,,0.00186516,0.0021173,,,,,,,,,,,,
ENSAMXG00000016797,seh1l,SEH1 like nucleoporin [Source:NCBI gene;Acc:1347511],,,,,,,,,0.00018737,4.22E-05,,,,,,,,,,,,
ENSAMXG00000016814,ldlrad4a,low density lipoprotein receptor class A domain containing 4 [Source:NCBI gene;Acc:1321872],,,,,,,,,6.04E-05,0,,,,,,,,,,,,
ENSAMXG00000040785,rnmt,RNA (guanine-7-) methyltransferase [Source:NCBI gene;Acc:56281],,,,,,,,,0.00111766,0.0011221,,,,,,,,,,,,
ENSAMXG00000036748,txnipa,thioredoxin-interacting protein [Source:NCBI gene;Acc:1326839],,,,,,,,,0.00084485,0.00085637,,,,,,,,,,,,
ENSAMXG00000031351,polr3gla,polymerase (RNA) III (DNA directed) polypeptide G like a [Source:ZFIN;Acc:ZDB-GENE-4912-67],,,,,,,,,0.00083732,0.00150162,,,,,,,,,,,,
ENSAMXG00000017151, ,,,,,,,,,,0.00031414,0.00083428,,,,,,,,,,,,
ENSAMXG00000029326, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000032226, ,perforin-1-like [Source:NCBI gene;Acc:111195514],,,,,,,,,0.00420168,0.00420168,,,,,,,,,,,,
ENSAMXG00000029209, ,,,,,,,,,,0.00188791,0.00166533,,,,,,,,,,,,
ENSAMXG00000032685, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042040, ,transcription intermediary factor 1-beta-like [Source:NCBI gene;Acc:1331854],,,,,,,,,0.00146834,0.00133929,,,,,,,,,,,,
ENSAMXG00000039620,zgc:64022,ras-related and estrogen-regulated growth inhibitor-like protein [Source:NCBI gene;Acc:1332168],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041962,pex11b,peroxisomal biogenesis factor 11 beta [Source:NCBI gene;Acc:133295],,,,,,,,,0.00213058,0.00227661,,,,,,,,,,,,
ENSAMXG00000017275,si:dkey-222b8.1,si:dkey-222b8.1 [Source:ZFIN;Acc:ZDB-GENE-653-248],,,,,,,,,0.00116541,0.00080857,,,,,,,,,,,,
ENSAMXG00000041247,snapin,SNAP associated protein [Source:NCBI gene;Acc:133476],,,,,,,,,0.00024691,0,,,,,,,,,,,,
ENSAMXG00000031344,chtopa,chromatin target of PRMT1 [Source:NCBI gene;Acc:133442],,,,,,,,,0.00049261,0.00049261,,,,,,,,,,,,
ENSAMXG00000017314,si:dkey-222b8.4,uncharacterized protein KIAA895 [Source:NCBI gene;Acc:134212],,,,,,,,,0.00026553,0.00026553,,,,,,,,,,,,
ENSAMXG00000029821,eepd1,endonuclease/exonuclease/phosphatase family domain containing 1 [Source:NCBI gene;Acc:1334718],,,,,,,,,0.00044461,0.00034963,,,,,,,,,,,,
ENSAMXG00000043627,xkr8.3,XK-related protein 8-like [Source:NCBI gene;Acc:1336187],,,,,,,,,0.00249532,0.00249532,,,,,,,,,,,,
ENSAMXG00000042428, ,,,,,,,,,,0.0054386,0.00090476,,,,,,,,,,,,
ENSAMXG00000033245, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000013192, ,,,,,,,,,,0.01362266,0.00313972,,,,,,,,,,,,
ENSAMXG00000038147,ptp4a3a,protein tyrosine phosphatase type IVA 3-like [Source:NCBI gene;Acc:1331245],,,,,,,,,0.00224389,0.00208914,,,,,,,,,,,,
ENSAMXG00000015828,rims3,regulating synaptic membrane exocytosis 3 [Source:NCBI gene;Acc:133397],,,,,,,,,0.00045344,0.0009009,,,,,,,,,,,,
ENSAMXG00000032606, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000015807,glcci1a,glucocorticoid induced 1 [Source:NCBI gene;Acc:13378],,,,,,,,,0.00187295,0.00174957,,,,,,,,,,,,
ENSAMXG00000038644, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042230,umad1,UBAP1-MVB12-associated (UMA) domain containing 1 [Source:NCBI gene;Acc:1719748],,,,,,,,,0.00273973,0.00273973,,,,,,,,,,,,
ENSAMXG00000042726, ,replication protein A3 [Source:NCBI gene;Acc:1329225],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000039809,sdhaf3,succinate dehydrogenase complex assembly factor 3 [Source:NCBI gene;Acc:449654],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000033449,tac1,tachykinin precursor 1 [Source:ZFIN;Acc:ZDB-GENE-653-94],,,,,,,,,0.00457424,0.00446868,,,,,,,,,,,,
ENSAMXG00000043078, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035492,PARD6G,partitioning defective 6 homolog gamma-like [Source:NCBI gene;Acc:13262],,,,,,,,,0.00140797,0.00147704,,,,,,,,,,,,
ENSAMXG00000042125,dtnbp1b,dysbindin-like [Source:NCBI gene;Acc:132688],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031196, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000036053, ,,,,,,,,,,0.00021053,0,,,,,,,,,,,,
ENSAMXG00000011486,pdia8,protein disulfide-isomerase A3-like [Source:NCBI gene;Acc:1328648],,,,,,,,,0.00330299,0.00142439,,,,,,,,,,,,
ENSAMXG00000011495,nelfe,negative elongation factor complex member E [Source:NCBI gene;Acc:133319],,,,,,,,,0.00036001,0.00045702,,,,,,,,,,,,
ENSAMXG00000035594,prrt1,proline-rich transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-653-686],,,,,,,,,0.00141196,0.00141196,,,,,,,,,,,,
ENSAMXG00000011562, ,transmembrane protein 268 [Source:NCBI gene;Acc:132964],,,,,,,,,0.00021073,0.00038704,,,,,,,,,,,,
ENSAMXG00000042543,neu1,neuraminidase 1 [Source:NCBI gene;Acc:1333515],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030289,neu1,sialidase-1-like [Source:NCBI gene;Acc:133882],,,,,,,,,0.00195695,0.00195695,,,,,,,,,,,,
ENSAMXG00000011597,csnk2b,casein kinase 2 beta [Source:NCBI gene;Acc:1331926],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000011602,zbtb12.1,zinc finger and BTB domain-containing protein 12-like [Source:NCBI gene;Acc:1331196],,,,,,,,,0.00170156,3.20E-05,,,,,,,,,,,,
ENSAMXG00000011609,sacm1la,SAC1 like phosphatidylinositide phosphatase [Source:NCBI gene;Acc:1332253],,,,,,,,,0,2.14E-05,,,,,,,,,,,,
ENSAMXG00000011611,tnfa,tumor necrosis factor-like [Source:NCBI gene;Acc:1332568],,,,,,,,,0.00022207,0.00163502,,,,,,,,,,,,
ENSAMXG00000011615,gabbr1b,gamma-aminobutyric acid type B receptor subunit 1 [Source:NCBI gene;Acc:1333827],,,,,,,,,0.00038924,0.00028917,,,,,,,,,,,,
ENSAMXG00000017854,znrd1,zinc ribbon domain containing 1 [Source:NCBI gene;Acc:1341786],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000017837,ddx39b,spliceosome RNA helicase DDX39B [Source:NCBI gene;Acc:1342292],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000029611,mgat1b,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase b [Source:ZFIN;Acc:ZDB-GENE-6113-589]",,,,,,,,,0.00198413,0.00198413,,,,,,,,,,,,
ENSAMXG00000029531,si:ch73-25f10.6,chromosome 23 C6orf47 homolog [Source:NCBI gene;Acc:134451],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030845,atat1,alpha tubulin acetyltransferase 1 [Source:NCBI gene;Acc:1343739],,,,,,,,,0.0001306,0,,,,,,,,,,,,
ENSAMXG00000031785,ube2ql1,ubiquitin-conjugating enzyme E2Q family-like 1 [Source:ZFIN;Acc:ZDB-GENE-3131-8137],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000029613, ,,,,,,,,,,0.00300718,0.00016286,,,,,,,,,,,,
ENSAMXG00000011671,col9a2,"procollagen, type IX, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-3131-9786]",,,,,,,,,0.0007046,0.00036727,,,,,,,,,,,,
ENSAMXG00000039358,smap2,small ArfGAP2 [Source:ZFIN;Acc:ZDB-GENE-653-374],,,,,,,,,0.00213634,0.00281438,,,,,,,,,,,,
ENSAMXG00000011710,phf14,PHD finger protein 14 [Source:NCBI gene;Acc:1329168],,,,,,,,,0.00135671,0.00080551,,,,,,,,,,,,
ENSAMXG00000037545, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030909,nxph1,neurexophilin-1 [Source:NCBI gene;Acc:1347555],,,,,,,,,0.00012605,0.00011786,,,,,,,,,,,,
ENSAMXG00000011743,thsd7aa,"thrombospondin, type I, domain containing 7Aa [Source:NCBI gene;Acc:557991]",,,,,,,,,0.00121926,0.00068055,,,,,,,,,,,,
ENSAMXG00000030898,CDK5R1,cyclin-dependent kinase 5 activator 1-like [Source:NCBI gene;Acc:1329482],,,,,,,,,0.00076923,0.00076923,,,,,,,,,,,,
ENSAMXG00000034891,si:ch211-250g4.3,si:ch211-25g4.3 [Source:ZFIN;Acc:ZDB-GENE-653-56],,,,,,,,,0.00438113,0.00179429,,,,,,,,,,,,
ENSAMXG00000011771,pip4p2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:NCBI gene;Acc:13416]",,,,,,,,,8.46E-05,8.46E-05,,,,,,,,,,,,
ENSAMXG00000011773,necab1,N-terminal EF-hand calcium binding protein 1 [Source:NCBI gene;Acc:134545],,,,,,,,,0.00250315,0.00217557,,,,,,,,,,,,
ENSAMXG00000033461,tmem64,transmembrane protein 64 [Source:NCBI gene;Acc:134848],,,,,,,,,0.00347366,0.00247253,,,,,,,,,,,,
ENSAMXG00000011775,tdp2b,tyrosyl-DNA phosphodiesterase 2 [Source:NCBI gene;Acc:134269],,,,,,,,,0.00078166,0,,,,,,,,,,,,
ENSAMXG00000011798,si:ch211-215a10.4,chromosome 23 C6orf136 homolog [Source:NCBI gene;Acc:1344516],,,,,,,,,0.00147886,0.00072919,,,,,,,,,,,,
ENSAMXG00000034626,abcf1,ATP binding cassette subfamily F member 1 [Source:NCBI gene;Acc:133134],,,,,,,,,0.00084422,1.42E-05,,,,,,,,,,,,
ENSAMXG00000034123,mrps18b,mitochondrial ribosomal protein S18B [Source:NCBI gene;Acc:1344234],,,,,,,,,8.03E-05,0.00165223,,,,,,,,,,,,
ENSAMXG00000011836,ppp1r10,protein phosphatase 1 regulatory subunit 1 [Source:NCBI gene;Acc:134357],,,,,,,,,0.00117324,0.00184889,,,,,,,,,,,,
ENSAMXG00000011843,agr2,anterior gradient 2 [Source:NCBI gene;Acc:335616],,,,,,,,,0.00083781,0.00061224,,,,,,,,,,,,
ENSAMXG00000031188,tspan13b,tetraspanin 13 [Source:NCBI gene;Acc:1344828],,,,,,,,,0.00014035,0,,,,,,,,,,,,
ENSAMXG00000011853,khdrbs1b,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 [Source:NCBI gene;Acc:1345134]",,,,,,,,,0.00021911,0.00021911,,,,,,,,,,,,
ENSAMXG00000011854,kpna6,karyopherin subunit alpha 6 [Source:NCBI gene;Acc:1346157],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030690,txlna,taxilin alpha [Source:NCBI gene;Acc:1345851],,,,,,,,,0.00216809,0.00104068,,,,,,,,,,,,
ENSAMXG00000011863,eif3i,eukaryotic translation initiation factor 3 subunit I [Source:NCBI gene;Acc:1345556],,,,,,,,,0.00064721,0.00064721,,,,,,,,,,,,
ENSAMXG00000033437,hdac1,probable histone deacetylase 1-B [Source:NCBI gene;Acc:134667],,,,,,,,,0.00394712,0.0014124,,,,,,,,,,,,
ENSAMXG00000035780,marcksl1b,MARCKS-related protein [Source:NCBI gene;Acc:1347576],,,,,,,,,0.0022509,0.00234962,,,,,,,,,,,,
ENSAMXG00000032391, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031221, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000011917,fndc5b,fibronectin type III domain containing 5b [Source:NCBI gene;Acc:555635],,,,,,,,,0.00301984,0.00196721,,,,,,,,,,,,
ENSAMXG00000042212,ldlrap1a,low density lipoprotein receptor adaptor protein 1a [Source:ZFIN;Acc:ZDB-GENE-3328-13],,,,,,,,,0.00379687,0.00396298,,,,,,,,,,,,
ENSAMXG00000011923,maco1a,macoilin-1 [Source:NCBI gene;Acc:1323373],,,,,,,,,0.00185261,0.00182738,,,,,,,,,,,,
ENSAMXG00000040976,srfbp1,serum response factor binding protein 1 [Source:NCBI gene;Acc:1322866],,,,,,,,,0.00365618,0.00414653,,,,,,,,,,,,
ENSAMXG00000036295,e2f3,E2F transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-7112-882],,,,,,,,,0.00118968,0.0010891,,,,,,,,,,,,
ENSAMXG00000039034, ,,,,,,,,,,0,0.00514706,,,,,,,,,,,,
ENSAMXG00000025426,sox4a,transcription factor SOX-4-like [Source:NCBI gene;Acc:1323689],,,,,,,,,0.00046819,0.00030568,,,,,,,,,,,,
ENSAMXG00000042350, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000011497, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031056,triqk,triple QxxK/R motif containing [Source:NCBI gene;Acc:1334789],,,,,,,,,0.00204613,0.00209263,,,,,,,,,,,,
ENSAMXG00000011452,fam92a1,family with sequence similarity 92 member A1 [Source:NCBI gene;Acc:44521],,,,,,,,,0.00114679,0.00114679,,,,,,,,,,,,
ENSAMXG00000031778,lratd2,LRAT domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-6929-113],,,,,,,,,0.00233167,0.00233167,,,,,,,,,,,,
ENSAMXG00000011430,fam91a1,family with sequence similarity 91 member A1 [Source:NCBI gene;Acc:133331],,,,,,,,,0.00195339,0.00192947,,,,,,,,,,,,
ENSAMXG00000041010,klhl38a,kelch-like protein 38 [Source:NCBI gene;Acc:133765],,,,,,,,,0.0001052,0.0001052,,,,,,,,,,,,
ENSAMXG00000011397,spire1a,protein spire homolog 1 [Source:NCBI gene;Acc:133179],,,,,,,,,0.000201,0.00013083,,,,,,,,,,,,
ENSAMXG00000011365,atp6v1c1b,V-type proton ATPase subunit C 1-A [Source:NCBI gene;Acc:133451],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000011357,azin1b,antizyme inhibitor 1b [Source:ZFIN;Acc:ZDB-GENE-3121-1],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031469,rrm2b,ribonucleoside-diphosphate reductase subunit M2 B-like [Source:NCBI gene;Acc:1328967],,,,,,,,,0.00111114,0.00096566,,,,,,,,,,,,
ENSAMXG00000036674,mtdha,metadherin a [Source:ZFIN;Acc:ZDB-GENE-3616-615],,,,,,,,,0.00347126,0.00351808,,,,,,,,,,,,
ENSAMXG00000034415,laptm4b,lysosomal-associated transmembrane protein 4B [Source:NCBI gene;Acc:1328646],,,,,,,,,0.00043732,0.00147959,,,,,,,,,,,,
ENSAMXG00000037627,rpl30,ribosomal protein L3 [Source:NCBI gene;Acc:1328338],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031748,rida,reactive intermediate imine deaminase A homolog [Source:NCBI gene;Acc:132685],,,,,,,,,0.00037864,0,,,,,,,,,,,,
ENSAMXG00000029517,stk3,serine/threonine kinase 3 [Source:NCBI gene;Acc:1327492],,,,,,,,,0.00088311,0.00060212,,,,,,,,,,,,
ENSAMXG00000011272,nt5c1aa,cytosolic 5'-nucleotidase 1A-like [Source:NCBI gene;Acc:1326526],,,,,,,,,0.00079605,7.21E-05,,,,,,,,,,,,
ENSAMXG00000011266,hpca,hippocalcin-like protein 1 [Source:NCBI gene;Acc:1325175],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000011254,tmem54b,keratinocyte-associated protein 3 [Source:NCBI gene;Acc:1325478],,,,,,,,,0.00167009,0.00163155,,,,,,,,,,,,
ENSAMXG00000025425, ,gap junction beta-3 protein-like [Source:NCBI gene;Acc:13276],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025424, ,,,,,,,,,,0.00085688,0.00068792,,,,,,,,,,,,
ENSAMXG00000011241,zgc:91944,homeobox-containing protein 1-like [Source:NCBI gene;Acc:1326],,,,,,,,,0.00034014,0.00034014,,,,,,,,,,,,
ENSAMXG00000029386,heyl,hairy/enhancer-of-split related with YRPW motif-like protein [Source:NCBI gene;Acc:1324849],,,,,,,,,0.00087354,0.00073448,,,,,,,,,,,,
ENSAMXG00000041021,zbtb8b,zinc finger and BTB domain containing 8B [Source:NCBI gene;Acc:1324535],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040084,fuca1.2,alpha-L-fucosidase 1 [Source:NCBI gene;Acc:1323687],,,,,,,,,0.00019473,0.00073025,,,,,,,,,,,,
ENSAMXG00000033385,gmpr,guanosine monophosphate reductase [Source:ZFIN;Acc:ZDB-GENE-5522-48],,,,,,,,,0,0.00056604,,,,,,,,,,,,
ENSAMXG00000031101,fam8a1a,family with sequence similarity 8 member A1a [Source:ZFIN;Acc:ZDB-GENE-141216-66],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037422,fabp11a,myelin P2 protein-like [Source:NCBI gene;Acc:1322454],,,,,,,,,0.0005687,0.0005687,,,,,,,,,,,,
ENSAMXG00000036162,mrpl53,mitochondrial ribosomal protein L53 [Source:NCBI gene;Acc:132149],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030874,pag1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:ZFIN;Acc:ZDB-GENE-653-586],,,,,,,,,0.00122349,0,,,,,,,,,,,,
ENSAMXG00000011179,znf704,zinc finger protein 74 [Source:NCBI gene;Acc:5656],,,,,,,,,0.00098558,0.00075864,,,,,,,,,,,,
ENSAMXG00000011157,zbtb10,zinc finger and BTB domain-containing protein 1 [Source:NCBI gene;Acc:134677],,,,,,,,,0,0.00026258,,,,,,,,,,,,
ENSAMXG00000011140, ,stathmin 2b [Source:ZFIN;Acc:ZDB-GENE-5522-27],,,,,,,,,0.00161588,0,,,,,,,,,,,,
ENSAMXG00000032791,si:dkeyp-120h9.1,Y+L amino acid transporter 2 [Source:NCBI gene;Acc:1344827],,,,,,,,,0.00232263,0.00196511,,,,,,,,,,,,
ENSAMXG00000043753,acot13,acyl-CoA thioesterase 13 [Source:NCBI gene;Acc:1342792],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042283,C6orf62,chromosome 23 C6orf62 homolog [Source:NCBI gene;Acc:1342486],,,,,,,,,0.00014263,0,,,,,,,,,,,,
ENSAMXG00000034727,tmem106bb,transmembrane protein 16B [Source:NCBI gene;Acc:1343314],,,,,,,,,0.00090622,0.00421711,,,,,,,,,,,,
ENSAMXG00000011040,scin,scinderin [Source:NCBI gene;Acc:1342167],,,,,,,,,0.00147898,0.00148404,,,,,,,,,,,,
ENSAMXG00000025423,arl4ab,ADP-ribosylation factor-like 4ab [Source:ZFIN;Acc:ZDB-GENE-3219-167],,,,,,,,,0.00028792,0.00025913,,,,,,,,,,,,
ENSAMXG00000034140, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031279,meox2b,homeobox protein MOX-2-like [Source:NCBI gene;Acc:1341353],,,,,,,,,0.00171735,0.00143775,,,,,,,,,,,,
ENSAMXG00000030968,sostdc1b,sclerostin domain-containing protein 1-like [Source:NCBI gene;Acc:134146],,,,,,,,,0.00258492,0.00018175,,,,,,,,,,,,
ENSAMXG00000010974,mfsd2ab,major facilitator superfamily domain containing 2A [Source:NCBI gene;Acc:13261],,,,,,,,,0.00032466,0.00093003,,,,,,,,,,,,
ENSAMXG00000035997,myclb,"MYCL proto-oncogene, bHLH transcription factor [Source:NCBI gene;Acc:1336964]",,,,,,,,,0.00235745,0.0012115,,,,,,,,,,,,
ENSAMXG00000025422,cx39.4,gap junction Cx32.2 protein [Source:NCBI gene;Acc:133443],,,,,,,,,0.00068536,0.00016277,,,,,,,,,,,,
ENSAMXG00000041297,smim12,small integral membrane protein 12 [Source:NCBI gene;Acc:1333511],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025421,cx30.9,connexin 3.9 [Source:ZFIN;Acc:ZDB-GENE-5616-2],,,,,,,,,0.00298261,0.00275462,,,,,,,,,,,,
ENSAMXG00000012200,csmd2,CUB and Sushi multiple domains 2 [Source:ZFIN;Acc:ZDB-GENE-3616-39],,,,,,,,,0.00101342,0.00116862,,,,,,,,,,,,
ENSAMXG00000037218, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000002649,angpt2b,angiopoietin-2-like [Source:NCBI gene;Acc:13385],,,,,,,,,0.00086931,0.00092365,,,,,,,,,,,,
ENSAMXG00000043961,trappc3,trafficking protein particle complex 3 [Source:NCBI gene;Acc:134211],,,,,,,,,0.00209081,0.00204027,,,,,,,,,,,,
ENSAMXG00000002681,col8a2,collagen type VIII alpha 2 chain [Source:NCBI gene;Acc:13345],,,,,,,,,0.00082983,0.00030401,,,,,,,,,,,,
ENSAMXG00000035268, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041155,ptp4a2b,protein tyrosine phosphatase type IVA 2 [Source:NCBI gene;Acc:1342327],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000032062,anln,anillin actin binding protein [Source:NCBI gene;Acc:133714],,,,,,,,,0.00071299,0.00071299,,,,,,,,,,,,
ENSAMXG00000002803,ak2,adenylate kinase 2 [Source:NCBI gene;Acc:132251],,,,,,,,,0.00011198,0.00011198,,,,,,,,,,,,
ENSAMXG00000002823,rnf19b,ring finger protein 19B [Source:NCBI gene;Acc:1321791],,,,,,,,,0.00013315,0.00121777,,,,,,,,,,,,
