"","Gene_stable_ID","Gene_name","Comparison","logFC","PValue","study_specific_gene_details","Condition","Publication"
"54775","ENSAMXG00000018178","wdr11","Tinaja-Rio Choy",0.211480804,0.120303371,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54778","ENSAMXG00000001526","pik3cb","Tinaja-Rio Choy",-1.168710611,0.120323442,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54780","ENSAMXG00000018337","jupa","Tinaja-Rio Choy",0.175944231,0.120358183,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54781","ENSAMXG00000000982","plcg2","Tinaja-Rio Choy",1.521386994,0.120387176,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54783","ENSAMXG00000013702","dao.3","Tinaja-Rio Choy",0.222232326,0.120492748,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54784","ENSAMXG00000007350","bscl2","Tinaja-Rio Choy",0.324688042,0.120653893,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54785","ENSAMXG00000025716","vrtn","Tinaja-Rio Choy",-0.60042568,0.120745317,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54786","ENSAMXG00000017150","syt8","Tinaja-Rio Choy",-0.196781287,0.12081916,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54787","ENSAMXG00000003537","tcnl","Tinaja-Rio Choy",1.388194397,0.120824569,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54788","ENSAMXG00000005452","slc2a13","Tinaja-Rio Choy",0.9854652,0.120897864,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54789","ENSAMXG00000025449","or103-5","Tinaja-Rio Choy",0.827026869,0.120905007,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54791","ENSAMXG00000007880","si:ch73-261i21.5","Tinaja-Rio Choy",-0.902997092,0.121132474,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54792","ENSAMXG00000012130","chata","Tinaja-Rio Choy",0.742320406,0.121154612,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54793","ENSAMXG00000020876","nif3l1","Tinaja-Rio Choy",0.17224886,0.121171314,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54794","ENSAMXG00000028614","si:ch211-218d20.15","Tinaja-Rio Choy",0.263499241,0.121205677,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54796","ENSAMXG00000015309","snrnp48","Tinaja-Rio Choy",-1.513661923,0.121239805,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54797","ENSAMXG00000000875","xkr6a","Tinaja-Rio Choy",0.899160087,0.121297291,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54798","ENSAMXG00000006769","spopla","Tinaja-Rio Choy",-0.314238687,0.121338118,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54799","ENSAMXG00000003445","hspbap1","Tinaja-Rio Choy",1.198488198,0.121403813,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54803","ENSAMXG00000012392","slc2a6","Tinaja-Rio Choy",-0.268342706,0.121555283,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54806","ENSAMXG00000008858","gpr37l1a","Tinaja-Rio Choy",0.265092752,0.121599123,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54808","ENSAMXG00000005374","si:ch73-14h1.2","Tinaja-Rio Choy",-0.558145095,0.121715579,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54809","ENSAMXG00000000536","itga6b","Tinaja-Rio Choy",-0.439004592,0.121726563,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54811","ENSAMXG00000011296","wif1","Tinaja-Rio Choy",-0.089129786,0.121744408,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54814","ENSAMXG00000011673","khdc4","Tinaja-Rio Choy",-0.46439809,0.121844859,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54819","ENSAMXG00000007469","gria1a","Tinaja-Rio Choy",1.606047664,0.122044307,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54823","ENSAMXG00000011340","jakmip2","Tinaja-Rio Choy",0.84420823,0.122129295,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54825","ENSAMXG00000018504","pkn1a","Tinaja-Rio Choy",0.18944269,0.122219941,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54827","ENSAMXG00000008933","dennd2db","Tinaja-Rio Choy",-0.204053967,0.122400863,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54829","ENSAMXG00000006093","irf4b","Tinaja-Rio Choy",0.646263761,0.12274581,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54833","ENSAMXG00000013111","fam210b","Tinaja-Rio Choy",0.117674035,0.122831066,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54834","ENSAMXG00000025830","adrb2b","Tinaja-Rio Choy",0.241646722,0.122874498,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54835","ENSAMXG00000000204","tmem255a","Tinaja-Rio Choy",0.32300666,0.1229089,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54838","ENSAMXG00000002089","ihha","Tinaja-Rio Choy",0.144244968,0.123028567,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54840","ENSAMXG00000025903","ackr3a","Tinaja-Rio Choy",0.329105718,0.123083984,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54841","ENSAMXG00000013654","cep70","Tinaja-Rio Choy",2.031992301,0.123142781,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54842","ENSAMXG00000019680","snx18a","Tinaja-Rio Choy",-0.143229321,0.123179738,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54847","ENSAMXG00000014324","sash1a","Tinaja-Rio Choy",0.169489225,0.123720441,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54850","ENSAMXG00000008142","smc2","Tinaja-Rio Choy",-1.409556299,0.124099821,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54851","ENSAMXG00000021075","slc5a8","Tinaja-Rio Choy",1.817448067,0.124247444,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54852","ENSAMXG00000008945","tubgcp2","Tinaja-Rio Choy",0.232359185,0.124314044,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54853","ENSAMXG00000009472","si:dkey-30h22.11","Tinaja-Rio Choy",-0.769951951,0.124322174,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54854","ENSAMXG00000002520","nectin3b","Tinaja-Rio Choy",0.478169115,0.124522792,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54855","ENSAMXG00000018579","stat4","Tinaja-Rio Choy",-0.525845301,0.124611754,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54856","ENSAMXG00000013403","naprt","Tinaja-Rio Choy",0.159403396,0.124822757,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54857","ENSAMXG00000008991","si:ch211-241e1.3","Tinaja-Rio Choy",0.804026157,0.124846577,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54861","ENSAMXG00000025603","slc18a3b","Tinaja-Rio Choy",0.437083073,0.125013242,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54863","ENSAMXG00000002133","cdan1","Tinaja-Rio Choy",-0.46793085,0.125071912,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54869","ENSAMXG00000017120","plxnb1a","Tinaja-Rio Choy",-0.909440496,0.125761798,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54870","ENSAMXG00000004237","fads6","Tinaja-Rio Choy",1.688481028,0.125770311,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54872","ENSAMXG00000003982","slmapa","Tinaja-Rio Choy",0.180828088,0.125802511,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54873","ENSAMXG00000020874","tm9sf3","Tinaja-Rio Choy",-1.177169099,0.125805549,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54874","ENSAMXG00000008484","kcnh5b","Tinaja-Rio Choy",2.490630829,0.125845883,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54875","ENSAMXG00000014382","ppm1lb","Tinaja-Rio Choy",-0.208573166,0.125902652,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54877","ENSAMXG00000008821","emsy","Tinaja-Rio Choy",1.02981993,0.125952554,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54879","ENSAMXG00000014373","hook3","Tinaja-Rio Choy",-0.208950664,0.126009198,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54880","ENSAMXG00000003912","c2cd5","Tinaja-Rio Choy",0.115916508,0.126093939,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54882","ENSAMXG00000000484","lbx1b","Tinaja-Rio Choy",-1.719196411,0.126157985,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54885","ENSAMXG00000002352","zgc:101583","Tinaja-Rio Choy",-0.163419458,0.126298695,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54892","ENSAMXG00000024869","hic1","Tinaja-Rio Choy",-0.551526173,0.126918271,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54894","ENSAMXG00000010183","ptchd4","Tinaja-Rio Choy",0.816656562,0.127188161,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54895","ENSAMXG00000004839","polq","Tinaja-Rio Choy",-1.557205453,0.12727687,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54896","ENSAMXG00000016247","si:ch211-176g6.2","Tinaja-Rio Choy",0.348511096,0.127328848,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54898","ENSAMXG00000018441","npepps","Tinaja-Rio Choy",0.11881688,0.127350314,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54900","ENSAMXG00000009059","mapkap1","Tinaja-Rio Choy",-0.449110471,0.127403915,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54901","ENSAMXG00000002382","epg5","Tinaja-Rio Choy",0.5409176,0.127463381,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54906","ENSAMXG00000013087","fgfbp2a","Tinaja-Rio Choy",-0.246001207,0.127784481,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54909","ENSAMXG00000008851","ptpdc1b","Tinaja-Rio Choy",2.877989502,0.127997991,NA,"Between morph","Mack_et_al_2020"
"54912","ENSAMXG00000018290","sik2b","Tinaja-Rio Choy",0.216832431,0.128135478,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54913","ENSAMXG00000000371","fmr1","Tinaja-Rio Choy",-0.376260071,0.128137493,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54914","ENSAMXG00000006398","grm6b","Tinaja-Rio Choy",1.605458001,0.128158258,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54915","ENSAMXG00000006919","srsf11","Tinaja-Rio Choy",0.137584118,0.128161223,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54916","ENSAMXG00000003829","tinf2","Tinaja-Rio Choy",-0.436753159,0.128221829,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54918","ENSAMXG00000000666","prkcsh","Tinaja-Rio Choy",-1.238157418,0.128405391,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54922","ENSAMXG00000000190","gdpd2","Tinaja-Rio Choy",-2.229021917,0.128534957,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54927","ENSAMXG00000018584","scxb","Tinaja-Rio Choy",-0.322172519,0.128766855,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54929","ENSAMXG00000013680","tcf24","Tinaja-Rio Choy",-0.35174656,0.128827512,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54931","ENSAMXG00000002079","mybpha","Tinaja-Rio Choy",0.259487648,0.128934447,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54934","ENSAMXG00000011586","prrc2a","Tinaja-Rio Choy",0.356688316,0.129283225,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54935","ENSAMXG00000010211","cped1","Tinaja-Rio Choy",-0.343738275,0.129340211,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54936","ENSAMXG00000001182","hcrtr2","Tinaja-Rio Choy",-1.017905268,0.12934713,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54937","ENSAMXG00000015272","SLC35E2B","Tinaja-Rio Choy",0.104873975,0.129514616,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54939","ENSAMXG00000011947","robo2","Tinaja-Rio Choy",2.233914545,0.12953495,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54940","ENSAMXG00000001354","ranbp3b","Tinaja-Rio Choy",-0.62195012,0.129581245,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54942","ENSAMXG00000021179","ank1a","Tinaja-Rio Choy",0.152612223,0.129592637,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54945","ENSAMXG00000003090","mybl2b","Tinaja-Rio Choy",-1.065229752,0.129794419,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54948","ENSAMXG00000025193","MFSD3","Tinaja-Rio Choy",-0.32052424,0.130105983,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54951","ENSAMXG00000006613","tagln3a","Tinaja-Rio Choy",0.670983731,0.130398785,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54952","ENSAMXG00000004921","ube2j2","Tinaja-Rio Choy",0.149678151,0.130498229,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54953","ENSAMXG00000014644","ccnh","Tinaja-Rio Choy",-1.147880245,0.130539918,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54954","ENSAMXG00000007117","mst1rb","Tinaja-Rio Choy",-1.231385404,0.130581413,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54955","ENSAMXG00000024252","loxl2b","Tinaja-Rio Choy",-0.196849022,0.130584615,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54956","ENSAMXG00000009114","stip1","Tinaja-Rio Choy",-0.201957945,0.130600178,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54958","ENSAMXG00000017605","cct7","Tinaja-Rio Choy",0.135252841,0.13076226,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54959","ENSAMXG00000006915","npas2","Tinaja-Rio Choy",1.40418123,0.130881438,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54961","ENSAMXG00000007120","amot","Tinaja-Rio Choy",-0.582095101,0.130986309,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54964","ENSAMXG00000026350","mc4r","Tinaja-Rio Choy",0.806903804,0.131139724,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54966","ENSAMXG00000016942","thrb","Tinaja-Rio Choy",1.958310034,0.131257188,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54967","ENSAMXG00000014594","nuak1b","Tinaja-Rio Choy",0.167508999,0.131342317,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54969","ENSAMXG00000006814","npy2r","Tinaja-Rio Choy",1.675957741,0.131396522,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54973","ENSAMXG00000007409","aopep","Tinaja-Rio Choy",0.221134802,0.13153292,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54976","ENSAMXG00000012695","si:dkey-21o19.2","Tinaja-Rio Choy",-0.317587419,0.131757303,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54978","ENSAMXG00000021292","slc38a6 (2 of 2)","Tinaja-Rio Choy",-0.260820008,0.131787492,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54980","ENSAMXG00000024807","ubr4","Tinaja-Rio Choy",1.605697129,0.131975281,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54982","ENSAMXG00000011574","tomt","Tinaja-Rio Choy",-0.839558195,0.132028724,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54985","ENSAMXG00000002143","desmb","Tinaja-Rio Choy",0.211838606,0.132235404,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54986","ENSAMXG00000008008","zar1l","Tinaja-Rio Choy",-2.160805433,0.13224134,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54987","ENSAMXG00000006345","pde4ca","Tinaja-Rio Choy",1.12369934,0.132270537,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54989","ENSAMXG00000014415","nmd3","Tinaja-Rio Choy",-0.147735117,0.132354599,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54990","ENSAMXG00000017390","fam166b","Tinaja-Rio Choy",2.315053539,0.132668316,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54992","ENSAMXG00000003679","lyst","Tinaja-Rio Choy",0.24847237,0.132818567,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54993","ENSAMXG00000014635","ddx24","Tinaja-Rio Choy",-0.171120659,0.132852114,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54994","ENSAMXG00000008187","ptger4b","Tinaja-Rio Choy",0.229916086,0.132981354,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54995","ENSAMXG00000019248","pinx1","Tinaja-Rio Choy",0.149000094,0.133071555,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54996","ENSAMXG00000026125","zgc:165481","Tinaja-Rio Choy",0.422310516,0.133388586,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54998","ENSAMXG00000011950","prkcbb","Tinaja-Rio Choy",1.217980819,0.133627875,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"54999","ENSAMXG00000017509","g6pd","Tinaja-Rio Choy",-0.12228102,0.133678595,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55004","ENSAMXG00000017980","si:dkey-221h15.4","Tinaja-Rio Choy",-2.629349679,0.134090408,NA,"Between morph","Mack_et_al_2020"
"55005","ENSAMXG00000016479","ttc39b","Tinaja-Rio Choy",-0.131265882,0.134095852,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55007","ENSAMXG00000021516","slc19a3b","Tinaja-Rio Choy",-0.286076282,0.134217917,"Arrhythmic","Between morph","Mack_et_al_2020"
"55009","ENSAMXG00000002203","cryba2a","Tinaja-Rio Choy",3.561409084,0.134288415,NA,"Between morph","Mack_et_al_2020"
"55011","ENSAMXG00000019110","lrrtm4","Tinaja-Rio Choy",1.103326347,0.134453736,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55012","ENSAMXG00000021028","dna2","Tinaja-Rio Choy",-1.709980939,0.134471149,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55013","ENSAMXG00000014840","klhl24a","Tinaja-Rio Choy",0.38763874,0.134484446,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55015","ENSAMXG00000019920","rad50","Tinaja-Rio Choy",-0.246795891,0.134565655,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55016","ENSAMXG00000014589","camsap1a","Tinaja-Rio Choy",1.048341837,0.134662674,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55017","ENSAMXG00000024810","ERRFI1 (2 of 2)","Tinaja-Rio Choy",0.223365155,0.134778942,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55021","ENSAMXG00000012797","GABRG3","Tinaja-Rio Choy",0.562287599,0.135084465,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55022","ENSAMXG00000012658","fig4","Tinaja-Rio Choy",-0.355340178,0.135369512,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55029","ENSAMXG00000005173","si:cabz01100188.1","Tinaja-Rio Choy",-0.909974084,0.135746129,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55030","ENSAMXG00000006642","si:dkey-6b12.5","Tinaja-Rio Choy",1.643264458,0.135746733,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55032","ENSAMXG00000000556","eps8l1a","Tinaja-Rio Choy",-1.182305743,0.13578387,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55035","ENSAMXG00000001298","efcab2","Tinaja-Rio Choy",-0.408982018,0.136123142,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55036","ENSAMXG00000021806","si:dkeyp-74b6.2","Tinaja-Rio Choy",0.766259147,0.136136156,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55039","ENSAMXG00000020191","cep72","Tinaja-Rio Choy",1.725472148,0.1361782,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55043","ENSAMXG00000019051","epx","Tinaja-Rio Choy",2.173258856,0.136314449,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55044","ENSAMXG00000013637","suds3","Tinaja-Rio Choy",0.267552407,0.136517908,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55046","ENSAMXG00000004004","camk2d2","Tinaja-Rio Choy",0.888868492,0.13663812,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55048","ENSAMXG00000006784","mrpl48","Tinaja-Rio Choy",-1.38800493,0.136683738,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55049","ENSAMXG00000001328","yme1l1a","Tinaja-Rio Choy",0.15275731,0.136695467,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55050","ENSAMXG00000019843","ccdc92","Tinaja-Rio Choy",-0.558454692,0.136772632,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55052","ENSAMXG00000016117","nmt2","Tinaja-Rio Choy",0.147122842,0.13700093,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55053","ENSAMXG00000010534","usp1","Tinaja-Rio Choy",-0.22423212,0.13700764,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55054","ENSAMXG00000017700","dgkzb","Tinaja-Rio Choy",-0.132095098,0.13710337,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55055","ENSAMXG00000016888","csrp3","Tinaja-Rio Choy",-2.995528614,0.137193862,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55057","ENSAMXG00000013290","tpp1","Tinaja-Rio Choy",1.36580145,0.137213361,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55059","ENSAMXG00000005862","bbs5","Tinaja-Rio Choy",0.866918442,0.137290761,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55061","ENSAMXG00000015070","timp2b","Tinaja-Rio Choy",-0.145857119,0.137463992,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55063","ENSAMXG00000005434","kif21a","Tinaja-Rio Choy",0.212655119,0.137564192,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55065","ENSAMXG00000015999","hoxb4a","Tinaja-Rio Choy",0.105598566,0.137832521,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55067","ENSAMXG00000011489","b3gat3","Tinaja-Rio Choy",-0.113109295,0.137909203,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55071","ENSAMXG00000021479","slc8a3","Tinaja-Rio Choy",-0.222049646,0.138049529,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55075","ENSAMXG00000019937","pou4f3","Tinaja-Rio Choy",0.725081781,0.138384302,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55076","ENSAMXG00000003132","clasp1a","Tinaja-Rio Choy",0.162668885,0.138454155,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55079","ENSAMXG00000006315","nsfa","Tinaja-Rio Choy",1.972862493,0.138603631,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55086","ENSAMXG00000014234","adamtsl2","Tinaja-Rio Choy",0.80515793,0.138943332,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"55087","ENSAMXG00000006702","nova1","Tinaja-Rio Choy",-0.487441533,0.139097481,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
