Gene_stable_ID,Comparison,logFC,PValue,Gene_name,Gene_description,Ensembl_Family_Description,Condition,Publication,Age_at_Sampling,Tissue
ENSAMXG00000040981,Rio Choy-Control,-0.215618896,0.935763998,mespba,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040983,Rio Choy-Control,0.27217749,0.423749289,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040985,Rio Choy-Control,0.131347313,0.541264837,ap3s2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040986,Rio Choy-Control,0.126925503,0.682210311,timm17b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040987,Rio Choy-Control,-0.194060189,0.369928354,pvalb6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040988,Rio Choy-Control,-0.123983354,0.520009637,ube2d4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040989,Rio Choy-Control,-0.042989216,0.976072961,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040991,Rio Choy-Control,0.978805126,0.247781158,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040993,Rio Choy-Control,0.111672035,0.763299709,arglu1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040994,Rio Choy-Control,0.049689647,0.895326191,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040995,Rio Choy-Control,0.76920988,0.002067633,slc25a40,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040996,Rio Choy-Control,0.415798057,0.294348297,C12orf73,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040997,Rio Choy-Control,0.381984541,0.045131448,mettl16,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040998,Rio Choy-Control,-0.087843111,0.716786264,relb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040999,Rio Choy-Control,0.0662692,0.908595984,FAM219A,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041001,Rio Choy-Control,0.358547661,0.311940077,si:dkey-38p12.3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041002,Rio Choy-Control,0.058021839,0.820515036,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041003,Rio Choy-Control,0.077390502,0.671647211,smcr8a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041005,Rio Choy-Control,0.728423753,0.760200794,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041006,Rio Choy-Control,0.097249075,0.750208342,YPEL5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041007,Rio Choy-Control,-2.51126483,0.070756514,olfcv3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041009,Rio Choy-Control,-1.965533061,0.439626887,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041010,Rio Choy-Control,0.604970803,0.194177391,klhl38a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041011,Rio Choy-Control,0.137543854,0.635279032,trim35-12,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041012,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041013,Rio Choy-Control,-1.510747794,0.390187139,olfcb1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041015,Rio Choy-Control,0.835998248,0.012051969,timm10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041016,Rio Choy-Control,0.618130868,0.08991606,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041017,Rio Choy-Control,0.120102494,0.544332638,stard15,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041018,Rio Choy-Control,0.358036654,0.467523882,mia,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041019,Rio Choy-Control,0.217412719,0.53881522,rps7,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041021,Rio Choy-Control,-0.083307384,0.672395713,zbtb8b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041022,Rio Choy-Control,0.604646525,0.116586311,si:dkey-258f14.7,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041024,Rio Choy-Control,-0.240206003,0.566049589,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041025,Rio Choy-Control,0.610717736,0.354478565,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041027,Rio Choy-Control,-0.08220017,0.567939649,tfdp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041028,Rio Choy-Control,-0.187996163,0.585264642,ttc38,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041029,Rio Choy-Control,0.728417791,0.808518554,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041030,Rio Choy-Control,0.254886044,0.293824508,puf60b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041031,Rio Choy-Control,0.359383151,0.686071228,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041032,Rio Choy-Control,-0.03451504,0.919797823,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041033,Rio Choy-Control,0.321141399,0.524326602,snrnp27,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041034,Rio Choy-Control,-0.233370772,0.940309096,sc:d156,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041035,Rio Choy-Control,-0.09077868,0.947858203,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041036,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041037,Rio Choy-Control,0.287416706,0.398411464,dnase1l1l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041038,Rio Choy-Control,-0.680382201,0.16501937,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041039,Rio Choy-Control,-1.024738635,0.047705771,dock1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041040,Rio Choy-Control,0.625017382,0.082890413,gabrz,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041041,Rio Choy-Control,0.139515936,0.602280072,tmem38a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041042,Rio Choy-Control,1.164519383,0.629830216,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041043,Rio Choy-Control,-0.758219218,0.157123022,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041044,Rio Choy-Control,0.600888649,0.816344417,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041045,Rio Choy-Control,0.04988866,0.890662056,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041046,Rio Choy-Control,-1.15956198,0.069526629,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041048,Rio Choy-Control,-0.512829557,0.447950287,plag1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041049,Rio Choy-Control,0.247522905,0.936696692,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041051,Rio Choy-Control,0.113633357,0.629676378,dnajb9a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041052,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041053,Rio Choy-Control,0.343200998,0.178820051,mrps10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041054,Rio Choy-Control,0.340067231,0.050750157,ppp1r14bb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041055,Rio Choy-Control,-1.124524588,0.238606954,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041057,Rio Choy-Control,0.696213536,0.016387812,epb41l3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041059,Rio Choy-Control,1.088258731,0.423680464,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041060,Rio Choy-Control,0.540216771,0.286258438,si:rp71-1c10.8,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041061,Rio Choy-Control,-0.587631285,0.052489876,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041062,Rio Choy-Control,-0.256125332,0.91196872,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041063,Rio Choy-Control,-0.19902212,0.476262268,myog,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041064,Rio Choy-Control,0.210180289,0.300120924,gne,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041065,Rio Choy-Control,0.198528336,0.504474472,ppm1aa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041066,Rio Choy-Control,0.248624002,0.767035295,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041067,Rio Choy-Control,-0.732095756,0.796301631,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041068,Rio Choy-Control,1.090453753,0.566806186,prf1.9,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041069,Rio Choy-Control,-0.64249754,0.65098869,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041070,Rio Choy-Control,-0.712341595,0.044206209,ap5s1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041072,Rio Choy-Control,-0.344958714,0.21435289,si:ch73-52f15.5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041074,Rio Choy-Control,0.263652856,0.904340274,ankrd52a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041075,Rio Choy-Control,-0.463534924,0.351428318,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041076,Rio Choy-Control,-0.855168002,0.165759169,usp53b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041077,Rio Choy-Control,-0.05612373,0.877722258,wdr73,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041078,Rio Choy-Control,0.135355095,0.745004951,ift22,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041079,Rio Choy-Control,-0.632701126,0.767587434,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041080,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041081,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041082,Rio Choy-Control,0.619335407,0.527910404,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041084,Rio Choy-Control,-0.172236378,0.579892286,cotl1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041085,Rio Choy-Control,0.016467675,0.976885789,sfi1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041086,Rio Choy-Control,0.273014321,0.262828399,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041087,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041088,Rio Choy-Control,2.424824043,0.251574465,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041089,Rio Choy-Control,-0.505433533,0.191210377,eps15,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041090,Rio Choy-Control,0.394730209,0.201352011,ran,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041091,Rio Choy-Control,-0.406030377,0.156369901,ramp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041092,Rio Choy-Control,0.233898048,0.637144514,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041093,Rio Choy-Control,0.711641036,0.031533836,isg20,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041094,Rio Choy-Control,-0.217418178,0.448972768,fech,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041095,Rio Choy-Control,0.144106137,0.803930097,kcng2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041096,Rio Choy-Control,0.09900441,0.764710556,asmt,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041097,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041098,Rio Choy-Control,0.120731424,0.598420771,cnot8,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041100,Rio Choy-Control,-0.613129562,0.714704242,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041101,Rio Choy-Control,-0.078318148,0.824058737,cenpo,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041103,Rio Choy-Control,-0.584792494,0.679950713,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041104,Rio Choy-Control,0.378693086,0.544379482,EN2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041105,Rio Choy-Control,-0.22616938,0.71905872,fgf5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041106,Rio Choy-Control,0.249243241,0.62626248,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041107,Rio Choy-Control,-1.080534258,0.077218408,cd8b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041108,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041109,Rio Choy-Control,-0.330983543,0.306232567,cox6b1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041112,Rio Choy-Control,-0.201204928,0.929525243,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041113,Rio Choy-Control,0.399836427,0.114309298,cyb5b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041114,Rio Choy-Control,-1.782843684,0.014999776,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041115,Rio Choy-Control,-0.52495593,0.644321955,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041116,Rio Choy-Control,0.20052612,0.387169384,ppp2r1ba,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041117,Rio Choy-Control,0.904987971,0.001046462,zgc:114041,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041118,Rio Choy-Control,0.371826672,0.627036218,DHRS11,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041119,Rio Choy-Control,0.042375636,0.872346907,spc24,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041120,Rio Choy-Control,0.059914167,0.869523597,layna,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041121,Rio Choy-Control,0.214816088,0.336763342,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041122,Rio Choy-Control,0.005874775,0.981028122,selenos,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041123,Rio Choy-Control,-1.630512202,0.387001241,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041124,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041125,Rio Choy-Control,-0.475528763,0.672908303,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041126,Rio Choy-Control,-0.565959405,0.283729279,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041127,Rio Choy-Control,-0.51851262,0.031851943,cd40,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041128,Rio Choy-Control,0.516389441,0.736452165,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041129,Rio Choy-Control,-1.067745697,0.022566224,jam2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041130,Rio Choy-Control,0.37126028,0.238270285,smdt1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041131,Rio Choy-Control,0.108935404,0.721998133,sh3rf2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041132,Rio Choy-Control,-0.334714498,0.464932106,st6galnac5a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041133,Rio Choy-Control,0.154358133,0.373200841,tpd52l2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041134,Rio Choy-Control,-1.804913635,0.246289643,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041135,Rio Choy-Control,-0.741044306,0.811918425,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041136,Rio Choy-Control,-0.178246783,0.725429034,lrrc4ba,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041137,Rio Choy-Control,0.203681663,0.391592055,kat2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041138,Rio Choy-Control,0.172285114,0.343077339,lancl2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041140,Rio Choy-Control,0.23312834,0.43654859,pip5k1cb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041142,Rio Choy-Control,-0.218755918,0.757132347,klf13,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041144,Rio Choy-Control,0.813648817,0.036580035,ponzr3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041145,Rio Choy-Control,0.398368606,0.384453433,lclat1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041146,Rio Choy-Control,-0.059947878,0.817765307,si:ch73-62l21.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041147,Rio Choy-Control,-0.633030806,0.765201155,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041149,Rio Choy-Control,0.65686193,0.002232583,coro1ca,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041150,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041151,Rio Choy-Control,0.988089739,0.002944994,mettl1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041152,Rio Choy-Control,1.209307921,0.697994535,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041153,Rio Choy-Control,0.688199129,0.344308322,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041154,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041155,Rio Choy-Control,0.465041689,0.02692785,ptp4a2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041156,Rio Choy-Control,0.307492534,0.312459945,eif4eb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041157,Rio Choy-Control,-0.34926769,0.225883806,gstr,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041158,Rio Choy-Control,-0.803871854,0.515776727,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041160,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041161,Rio Choy-Control,-1.059218738,0.613899837,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041162,Rio Choy-Control,-0.069931496,0.892285368,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041163,Rio Choy-Control,0.652895789,0.743438122,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041165,Rio Choy-Control,1.711101797,0.12557457,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041166,Rio Choy-Control,0.239903617,0.531424016,nat16l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041167,Rio Choy-Control,1.529085748,0.496234272,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041168,Rio Choy-Control,0.292134075,0.150556417,dnajc5ab,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041169,Rio Choy-Control,-0.682346111,0.551131396,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041170,Rio Choy-Control,0.315882532,0.639985056,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041172,Rio Choy-Control,-1.545372773,0.188164364,SNORA71,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041173,Rio Choy-Control,0.157495569,0.890342726,edn1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041174,Rio Choy-Control,1.103456887,0.701092401,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041175,Rio Choy-Control,-0.792259871,0.200982685,PDE1C,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041176,Rio Choy-Control,-1.125922596,0.389694702,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041177,Rio Choy-Control,1.158425303,7.29E-07,cishb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000041178,Rio Choy-Control,-1.197398774,0.47757199,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
